company_name,country,Line_of_business,company_size,date,revenue_type,revenue_stream,currency,fiscal_year,fiscal_quarter,region,payment_method,transaction_amount,transaction_date,transaction_status,Loan_ID,loan_status,Principal_amount,terms,effective_date,due_date,paid_off_time,past_due_days,Loan_flag,product_name,product_category,product_price,quality_category,Import percentage,export percentage
Taylor Group,Croatia,Finance,Small,2023-06-11,Product Sales,Offline,USD,2019,4,Australia,Credit Card,7585.9,2012-08-08,Failed,45d75494-a97c-48c0-8d2c-b9d556aeb9cf,Approved,34522.78,34,2002-04-13,1974-04-10,2003-06-28,28,No,Vacuum,Household Items,197.2,Medium,18.36,5.19
"Hanson, Estrada and Nguyen",Tonga,Finance,Small,2012-01-17,Subscription,Online,USD,2019,1,Africa,Bank Transfer,164.49,2017-04-20,Completed,6312bed2-c462-4169-be88-9a32244151e1,Pending,84379.92,18,2008-08-02,1996-08-13,1973-12-18,19,No,Shirt,Clothing,359.27,Low,23.05,36.97
Vasquez Group,Gambia,Manufacturing,Large,1977-02-14,Product Sales,Offline,USD,2020,3,North America,Credit Card,1954.97,1975-11-26,Failed,ec0dad2d-b49f-460d-b771-531ef8af316b,Rejected,76969.29,30,1993-05-15,1973-03-11,1975-10-28,3,No,Sofa,Furniture,159.31,Low,47.37,55.34
Oliver LLC,Saint Barthelemy,Healthcare,Medium,1979-04-18,Product Sales,Online,USD,2020,3,Australia,Credit Card,4428.23,1977-03-02,Pending,8b7bdee2-c7bf-4323-899c-aa9b67c7b63c,Pending,45191.32,53,1977-05-10,2012-07-18,1973-01-30,20,Yes,Vacuum,Household Items,197.2,Low,39.94,64.6
Luna-Brewer,Gambia,Manufacturing,Large,1990-10-23,Subscription,Online,USD,2020,2,Africa,Credit Card,3460.09,1988-09-23,Failed,f6548a4e-2574-4774-836e-daaedbb0b173,Pending,36975.04,13,2005-08-07,1974-04-04,1979-03-25,3,No,Shoes,Clothing,492.37,High,33.73,6.38
Taylor Group,Tuvalu,Retail,Large,1998-05-03,Subscription,Online,USD,2021,2,Australia,Cash,7956.07,1971-09-13,Pending,b797d330-998c-4ee4-9b2a-2a016a262419,Pending,70084.12,26,1999-08-21,2011-08-25,2006-09-17,3,Yes,Dress,Clothing,724.96,Medium,82.87,71.13
"Hanson, Estrada and Nguyen",Maldives,Manufacturing,Small,1995-12-21,Service Revenue,Offline,USD,2023,2,Africa,Credit Card,1705.29,1970-02-02,Pending,fa352db3-8d3c-41a2-869f-fa81d4c265b5,Pending,70705.81,16,1981-05-06,1974-04-04,2002-06-18,22,Yes,Headphones,Electronics,506.47,Medium,74.5,88.15
Oliver LLC,Gambia,Healthcare,Large,2005-04-04,Product Sales,Online,USD,2020,3,Europe,PayPal,9358.65,2023-04-06,Pending,921cbe85-fe8e-44ce-a746-205145067d3e,Approved,93800.29,1,1990-10-25,2006-08-25,1990-08-22,14,Yes,Headphones,Electronics,506.47,Medium,69.39,76.22
"Hanson, Estrada and Nguyen",Japan,Healthcare,Medium,1972-06-18,Subscription,Online,USD,2023,3,Australia,Credit Card,2119.16,1996-09-13,Pending,6da9b168-1830-4a1e-9f29-5ee871ad2758,Pending,15917.47,11,2009-07-03,1987-12-20,1974-04-22,10,No,Shoes,Clothing,492.37,Medium,82.88,36.34
Walker-Olson,Tuvalu,Technology,Medium,1979-12-09,Subscription,Offline,USD,2019,1,Africa,Credit Card,6425.29,1993-06-21,Completed,4f6b00c2-4108-4553-a1f5-0b755b4600cb,Approved,56836.74,1,2019-06-16,1993-05-24,1989-04-08,6,Yes,Smartphone,Electronics,606.35,Low,87.26,11.89
Marshall-Cameron,Japan,Finance,Large,2008-08-01,Subscription,Offline,USD,2019,1,Africa,PayPal,8865.95,2011-02-06,Completed,632b3a28-fb9a-47b4-96c6-e2aa64b7c91a,Rejected,37310.26,51,1998-01-12,2023-02-01,1986-10-05,14,Yes,Jacket,Clothing,100.32,Medium,70.51,44.87
Walker-Olson,Gambia,Healthcare,Medium,1991-01-23,Product Sales,Offline,USD,2021,3,Asia,Credit Card,1560.67,1999-10-01,Pending,c289af22-c340-40cf-9b5e-94c5ae016a43,Approved,67980.9,50,2003-11-05,2009-07-13,2003-09-06,22,Yes,Microwave,Household Items,459.28,High,93.45,56.47
Oliver LLC,Croatia,Finance,Medium,1970-11-03,Subscription,Online,USD,2019,3,Europe,PayPal,2264.54,1992-01-24,Failed,723a8edd-f471-4a24-ab35-12d9c873d94c,Rejected,98585.36,1,2009-12-23,2018-11-17,2007-10-21,11,No,Microwave,Household Items,459.28,Low,21.6,98.75
"Hanson, Estrada and Nguyen",Tuvalu,Manufacturing,Small,1982-01-13,Subscription,Online,USD,2022,3,Europe,PayPal,2523.05,2019-02-23,Failed,d08c1bb0-a922-443e-ba8f-2f2e122a38ed,Pending,19259.16,13,1997-07-09,1991-09-04,1976-04-13,24,No,Toaster,Household Items,991.8,High,76.46,82.44
Taylor Group,South Georgia and the South Sandwich Islands,Healthcare,Medium,1986-11-06,Subscription,Online,USD,2023,2,Asia,Credit Card,8656.6,1978-06-10,Failed,0c21aede-c7ae-47e8-a8cf-7d796b14174c,Approved,28294.6,35,2006-08-28,2008-02-11,1989-10-01,24,Yes,Smartphone,Electronics,606.35,Medium,98.99,23.22
Oliver LLC,South Georgia and the South Sandwich Islands,Technology,Large,1972-09-18,Service Revenue,Online,USD,2018,3,Europe,Credit Card,937.97,1981-11-06,Pending,e2becdfc-46b9-4d86-a23a-028a461d2ebc,Pending,59255.05,4,2006-03-22,1974-07-30,1980-09-06,6,No,Novel,Books,85.64,Medium,27.35,12.32
Taylor Group,Tonga,Finance,Large,1984-11-26,Product Sales,Online,USD,2018,1,Africa,Cash,5450.38,1975-04-18,Completed,80228ccb-b496-4c70-a892-de7750775cff,Rejected,32058.21,22,1986-09-03,2015-11-05,1989-12-16,25,Yes,Vacuum,Household Items,197.2,High,57.62,27.72
Marshall-Cameron,South Georgia and the South Sandwich Islands,Technology,Small,1996-09-06,Product Sales,Offline,USD,2022,2,North America,Cash,8227.26,2024-06-25,Pending,d051bc0e-45d0-409a-9c86-714372b66bb6,Approved,99826.44,9,2007-08-16,2013-05-17,2006-06-21,28,No,Smartphone,Electronics,606.35,High,9.11,32.98
Perry-Hill,Tonga,Healthcare,Large,1990-06-16,Product Sales,Online,USD,2018,2,Africa,Credit Card,1713.53,1973-08-05,Failed,481d8622-08fa-4327-809b-4d7a16bf7141,Pending,9972.67,6,2016-07-20,1982-09-08,2021-04-03,9,Yes,Table,Furniture,673.79,High,79.14,1.04
"Hanson, Estrada and Nguyen",Maldives,Finance,Small,1972-07-14,Subscription,Offline,USD,2020,3,Africa,Cash,2267.48,1971-05-03,Failed,bd349726-3baf-4c5a-8424-990fe7d00c18,Pending,27758.8,49,2002-08-21,1992-08-06,2018-08-08,6,Yes,Headphones,Electronics,506.47,High,65.04,42.16
Vasquez Group,Maldives,Finance,Medium,1977-06-07,Service Revenue,Offline,USD,2020,1,Asia,Bank Transfer,617.95,2019-12-30,Pending,a9bcf533-17ae-47e4-afc7-2accbac1a7db,Pending,69542.03,20,2000-05-12,2016-01-30,2022-09-20,7,Yes,Table,Furniture,673.79,Low,77.33,89.53
Jones Group,Saint Barthelemy,Technology,Medium,1993-02-02,Product Sales,Offline,USD,2021,4,Africa,Cash,2938.08,1995-09-23,Pending,f39d982e-7b24-4f4d-bd39-6f6db510376d,Approved,60142.65,52,1984-08-31,1990-06-18,1996-04-07,3,No,Chair,Furniture,881.54,Medium,30.54,31.76
Walker-Olson,Gambia,Technology,Large,2022-06-30,Subscription,Online,USD,2019,4,Europe,Credit Card,3279.34,2021-07-13,Pending,0e0a4fb6-97e5-49ec-b0e6-166bff19dd66,Rejected,20613.74,43,1992-02-22,2010-03-23,1996-10-03,28,Yes,Toaster,Household Items,991.8,High,28.04,13.98
Oliver LLC,South Georgia and the South Sandwich Islands,Manufacturing,Small,1991-10-05,Product Sales,Offline,USD,2018,2,Europe,Bank Transfer,1337.03,1974-10-12,Failed,1c7b387e-b410-4bed-9ce0-c58789a03de9,Approved,40015.67,54,2016-12-18,2020-06-11,1994-01-29,6,No,Comic,Books,465.59,Medium,98.76,30.99
Taylor Group,Lesotho,Retail,Large,1970-03-02,Service Revenue,Online,USD,2018,2,Australia,Credit Card,766.0,1998-08-19,Pending,daa4a1cc-ada2-4128-8a4c-38896b329330,Approved,40039.4,39,2010-10-18,2012-07-09,1988-06-13,21,Yes,Toaster,Household Items,991.8,Low,58.82,37.36
Jones Group,Tonga,Retail,Large,1984-12-25,Product Sales,Online,USD,2023,1,Asia,Credit Card,4630.2,1986-07-15,Failed,86da6c19-504d-427c-8c99-637887965ce6,Approved,77688.53,24,2024-02-16,1970-02-03,2015-10-17,18,Yes,Table,Furniture,673.79,High,36.78,32.67
Oliver LLC,Lesotho,Healthcare,Large,1972-10-20,Service Revenue,Offline,USD,2018,1,Europe,Bank Transfer,1883.42,2008-02-25,Pending,bd28ef33-f7fc-4c5a-8b54-ce5ab0884c06,Pending,51005.18,31,2018-11-17,1972-05-24,2008-12-02,16,No,Microwave,Household Items,459.28,Medium,7.4,62.32
Perry-Hill,Croatia,Technology,Small,2013-05-21,Service Revenue,Online,USD,2022,2,Europe,PayPal,9667.77,1970-06-03,Completed,1160ae09-0385-4aa3-9dc5-857151c70670,Approved,72783.45,3,2001-01-12,1980-03-08,1980-07-11,22,No,Tablet,Electronics,447.82,Medium,80.01,15.12
Perry-Hill,Lesotho,Finance,Medium,2003-02-15,Product Sales,Online,USD,2021,1,Australia,PayPal,8358.29,1973-12-03,Pending,54f8d9b0-24d4-4175-bda4-a9433bb04653,Rejected,71469.68,22,2009-11-25,2001-03-08,1989-07-03,6,Yes,Smartphone,Electronics,606.35,High,34.15,33.18
"Hanson, Estrada and Nguyen",Tonga,Technology,Medium,2024-10-19,Service Revenue,Offline,USD,2023,2,Asia,Cash,2477.09,2013-08-30,Pending,e638e8da-6a7d-4315-9785-b5a2a795161e,Approved,10633.31,26,2001-02-11,1982-06-17,1982-08-27,26,No,Novel,Books,85.64,High,76.08,39.94
Marshall-Cameron,Croatia,Retail,Large,1999-05-15,Product Sales,Offline,USD,2019,2,Australia,PayPal,5198.09,1972-06-23,Failed,6f0e1833-def1-47f5-88d3-86267af03be8,Rejected,99280.85,20,1998-10-31,2003-09-05,1996-03-11,17,Yes,Tablet,Electronics,447.82,Low,10.51,19.56
Vasquez Group,Pakistan,Finance,Small,2011-08-03,Product Sales,Offline,USD,2019,4,Asia,Credit Card,6998.89,2021-03-25,Failed,c8fc068d-588e-4ef8-ae57-2777061002d0,Rejected,18942.3,17,2000-11-29,1986-06-09,1988-08-16,20,No,Manual,Books,158.13,Low,61.62,32.96
Perry-Hill,Gambia,Technology,Small,1999-01-07,Service Revenue,Offline,USD,2020,3,North America,Credit Card,9274.07,2018-10-22,Completed,acec52af-30a7-40c1-acb0-79230d3497be,Rejected,42434.8,8,2023-01-29,1981-09-12,2012-09-11,10,Yes,Comic,Books,465.59,Medium,7.91,69.53
Taylor Group,Tonga,Technology,Medium,1983-06-04,Subscription,Online,USD,2021,3,Africa,PayPal,6080.1,1988-07-28,Completed,c0a2be85-9305-4083-9089-cceac1061b30,Pending,60088.04,12,1971-01-15,2006-04-03,1980-09-15,29,No,Magazine,Books,626.2,Medium,89.0,81.55
Marshall-Cameron,Lesotho,Manufacturing,Small,2014-02-27,Product Sales,Online,USD,2023,2,North America,Bank Transfer,4716.22,1971-09-06,Completed,8e2d64e4-16bc-4789-8292-98f8f978f2d2,Approved,65571.16,55,1998-10-25,2023-06-23,1999-07-22,15,Yes,Tablet,Electronics,447.82,Low,17.84,10.52
Walker-Olson,Gambia,Healthcare,Large,1976-05-27,Subscription,Online,USD,2019,4,North America,Credit Card,4156.76,2004-02-02,Completed,e7e0c3ec-585b-4701-8241-83e0f6aa478d,Rejected,68497.77,26,1988-05-09,1999-02-20,2010-04-03,1,Yes,Shirt,Clothing,359.27,Low,74.75,63.3
Marshall-Cameron,Japan,Technology,Medium,2010-05-15,Product Sales,Online,USD,2023,4,North America,Cash,2042.68,1981-01-13,Pending,a3031049-687a-4eb8-b67c-1e37c40f0a26,Pending,14519.49,37,2011-07-07,2023-03-14,1977-11-11,11,No,Jacket,Clothing,100.32,High,53.92,74.4
Perry-Hill,Lesotho,Manufacturing,Large,2013-12-13,Subscription,Online,USD,2022,1,North America,PayPal,1059.59,1995-12-24,Completed,7ee87768-774c-4340-a16f-208f4354f27e,Pending,34251.58,59,2001-07-22,2017-06-29,2018-07-26,17,No,Tablet,Electronics,447.82,High,71.49,57.77
Vasquez Group,Maldives,Technology,Small,2011-01-09,Product Sales,Offline,USD,2022,4,North America,Credit Card,9379.76,1993-04-11,Pending,d8818aa5-d790-4318-aff4-bd4eecb3842a,Rejected,5744.45,1,1970-08-13,2009-12-16,1986-06-20,19,No,Textbook,Books,222.95,Medium,34.59,95.9
Marshall-Cameron,Tonga,Healthcare,Large,1989-05-15,Service Revenue,Online,USD,2022,1,North America,Cash,7116.86,2000-02-10,Failed,8dc5fe19-4d08-45f3-ba87-4882b526bad2,Approved,97212.01,16,2018-02-19,2014-12-08,1996-06-16,8,No,Laptop,Electronics,13.46,Medium,25.61,48.47
"Avila, King and Ingram",Saint Barthelemy,Retail,Large,2016-12-03,Subscription,Online,USD,2020,2,Australia,Credit Card,7190.58,1989-03-16,Failed,b3bb58c0-2dbe-4f7a-87c0-00b545714f18,Rejected,80806.48,43,2006-01-10,2023-02-04,1983-10-18,19,No,Table,Furniture,673.79,High,38.1,42.62
Jones Group,Lesotho,Manufacturing,Small,1971-03-02,Service Revenue,Offline,USD,2022,3,Africa,Bank Transfer,3250.17,1983-01-07,Completed,abf2e6eb-d0d5-4aee-a5ca-945995a92343,Pending,34548.11,45,1990-04-07,1978-07-04,2004-06-21,10,Yes,Laptop,Electronics,13.46,Medium,55.63,29.58
Oliver LLC,Tuvalu,Retail,Small,1981-09-21,Service Revenue,Online,USD,2018,1,Asia,PayPal,8798.37,1995-03-26,Failed,b26a486a-818d-4bc7-b571-eb01f93ba1df,Pending,73782.12,58,1970-08-14,1981-10-04,2001-01-31,12,No,Novel,Books,85.64,Medium,25.4,97.48
Marshall-Cameron,Pakistan,Retail,Large,1991-09-21,Service Revenue,Offline,USD,2021,3,North America,PayPal,7511.03,2004-05-26,Completed,fb5e47a0-d000-4e78-9377-b1709f86b9c6,Approved,19944.46,36,1985-04-18,2016-05-23,2013-09-23,25,No,Toaster,Household Items,991.8,Low,97.23,94.01
Vasquez Group,Lesotho,Healthcare,Large,2013-09-25,Subscription,Online,USD,2020,2,Asia,Cash,4703.61,2016-09-04,Failed,fe1bd8d8-a53b-4705-a075-03afcb167951,Pending,77815.31,6,2008-01-15,1978-07-29,1997-01-07,23,No,Magazine,Books,626.2,High,20.31,32.31
Marshall-Cameron,Tuvalu,Manufacturing,Large,2016-03-16,Service Revenue,Online,USD,2019,3,Africa,PayPal,2969.91,2016-12-29,Failed,c27a6ac4-9a2d-47de-9e5a-1be7f6a3ec0d,Pending,16289.31,6,1995-02-10,2006-12-11,2013-05-30,24,No,Vacuum,Household Items,197.2,Medium,24.93,18.77
Oliver LLC,Japan,Technology,Medium,1997-05-01,Subscription,Offline,USD,2022,4,Africa,Bank Transfer,2780.08,2024-01-06,Completed,a51d8cd0-ba94-4feb-93ce-78a43323f9bf,Approved,10095.63,37,1978-01-08,1989-11-23,2004-05-13,30,Yes,Table,Furniture,673.79,High,84.07,66.13
Oliver LLC,Croatia,Retail,Medium,2018-01-18,Service Revenue,Offline,USD,2021,3,Asia,Cash,9485.85,2023-01-17,Failed,0bc96a68-7f6b-49ea-bf47-5542930a24cd,Approved,11551.56,3,1972-02-21,1973-05-09,1978-06-13,6,Yes,Vacuum,Household Items,197.2,High,58.24,9.02
Vasquez Group,Tonga,Technology,Large,1981-10-05,Service Revenue,Online,USD,2018,2,Europe,Bank Transfer,7168.17,1970-01-03,Failed,9c673e1a-0d00-4d3a-92d8-f257ddaa2592,Pending,24529.48,3,2007-02-13,1984-01-08,2013-11-14,30,No,Laptop,Electronics,13.46,Medium,45.59,42.24
Marshall-Cameron,Saint Barthelemy,Finance,Large,1979-10-22,Service Revenue,Online,USD,2023,4,Europe,Credit Card,3162.88,1970-08-01,Failed,323aa8b1-565f-48c9-8c0e-818c628e6cbb,Pending,16245.03,52,1984-05-27,1999-12-19,1981-05-17,19,Yes,Shirt,Clothing,359.27,Low,22.26,74.67
Perry-Hill,South Georgia and the South Sandwich Islands,Manufacturing,Medium,2003-03-12,Product Sales,Offline,USD,2019,2,Africa,Cash,7334.16,2008-11-30,Completed,92f7c806-f96e-47f7-b8cc-24854ae04927,Approved,58587.92,33,2017-08-31,1981-12-07,2009-07-06,22,No,Smartphone,Electronics,606.35,High,37.77,28.36
Marshall-Cameron,Pakistan,Healthcare,Large,1983-10-21,Subscription,Offline,USD,2023,2,Africa,Credit Card,8938.11,2020-06-03,Failed,e00ab2ac-7174-4f9b-a87e-d40a739bbc32,Approved,18255.33,57,2001-04-13,1988-07-26,2020-06-29,27,Yes,Novel,Books,85.64,Low,77.05,5.08
Marshall-Cameron,Saint Barthelemy,Technology,Large,2002-02-10,Product Sales,Online,USD,2020,1,Asia,Bank Transfer,6125.8,1994-10-27,Pending,85a1a01e-b805-46da-b3f5-319b936adff5,Rejected,56917.48,57,1991-11-21,1982-01-10,1979-11-28,0,No,Shoes,Clothing,492.37,Medium,44.69,79.75
Perry-Hill,South Georgia and the South Sandwich Islands,Technology,Large,2004-07-22,Product Sales,Offline,USD,2018,2,Europe,Cash,2570.46,1998-02-23,Completed,3047d11c-dcbd-4c27-9d7a-7af789cbae2b,Approved,89607.29,14,1987-09-03,1986-09-11,1997-03-26,28,No,Bed,Furniture,931.86,Medium,42.21,43.88
"Avila, King and Ingram",Gambia,Healthcare,Medium,1981-01-03,Service Revenue,Online,USD,2022,4,Europe,Credit Card,5649.6,1985-08-29,Pending,0cb634d6-71a1-4e75-828b-a6466fbeb65d,Approved,58030.59,6,1985-07-25,1985-05-20,2003-02-26,14,No,Dress,Clothing,724.96,High,42.93,12.35
Luna-Brewer,Lesotho,Healthcare,Large,2014-12-19,Service Revenue,Offline,USD,2023,1,Asia,Bank Transfer,474.94,1986-04-07,Failed,58692f40-2936-4d41-8bec-3f976591ee3c,Rejected,79882.53,40,1985-05-18,1978-01-21,1994-06-03,16,Yes,Manual,Books,158.13,Low,93.59,65.47
Walker-Olson,Gambia,Retail,Large,1991-01-13,Service Revenue,Offline,USD,2021,1,Africa,Credit Card,1484.56,1999-01-06,Pending,48203b92-93c4-4467-aa6a-23231f7fd6e1,Pending,22078.84,20,1971-08-11,2018-01-08,1983-04-05,4,No,Iron,Household Items,960.7,Medium,12.52,20.97
Perry-Hill,Saint Barthelemy,Manufacturing,Medium,1984-01-16,Product Sales,Online,USD,2020,3,Asia,PayPal,2813.6,1988-09-17,Completed,732a8365-3537-4db9-bd68-5ff9230efd81,Pending,48657.05,16,2009-05-22,1983-09-22,1997-03-28,15,Yes,Novel,Books,85.64,Low,11.54,31.86
Walker-Olson,Pakistan,Healthcare,Medium,1979-12-20,Product Sales,Online,USD,2020,1,Asia,Cash,7431.12,1973-06-13,Pending,c52b0a1e-5c20-4dc6-809c-e1b07b91fc4e,Rejected,89587.57,20,1984-07-13,2024-01-14,2011-09-15,8,Yes,Sofa,Furniture,159.31,High,75.6,5.25
Walker-Olson,Lesotho,Retail,Medium,1979-02-10,Product Sales,Online,USD,2022,1,Asia,Bank Transfer,9909.57,2010-03-02,Failed,d92c7160-0518-4e13-b4ae-6d30d6374d5d,Rejected,14719.98,32,1976-03-11,2014-01-26,2024-06-26,14,Yes,Laptop,Electronics,13.46,Medium,74.32,66.13
Perry-Hill,Gambia,Finance,Large,1973-07-10,Subscription,Offline,USD,2023,3,Africa,Credit Card,8322.86,2018-07-25,Completed,a4cd7f8a-4f4e-44d7-9a86-b065124d7077,Approved,43685.51,47,2023-12-31,1977-02-28,2015-09-13,18,Yes,Vacuum,Household Items,197.2,High,67.8,27.56
Vasquez Group,Saint Barthelemy,Retail,Large,1978-10-31,Product Sales,Offline,USD,2019,3,Europe,PayPal,8513.67,2001-04-06,Pending,618fc7e2-0544-4598-b08e-0875e98dac61,Rejected,49245.79,38,1974-01-27,2007-01-06,2007-10-08,25,No,Textbook,Books,222.95,Medium,39.23,54.21
Perry-Hill,South Georgia and the South Sandwich Islands,Manufacturing,Large,1988-04-14,Subscription,Offline,USD,2023,4,Asia,PayPal,6568.14,2020-08-23,Pending,ed177d20-a20a-4ed4-aba2-c64a33daa8ea,Approved,69081.23,34,1991-05-14,2021-02-20,2003-09-29,19,No,Bed,Furniture,931.86,Medium,62.62,52.89
Perry-Hill,Tuvalu,Manufacturing,Small,1992-03-21,Subscription,Online,USD,2022,3,North America,Credit Card,2579.97,1979-07-21,Completed,66d9c0be-1fb4-4bf7-a460-54668c692338,Rejected,57717.11,54,1995-01-04,2000-02-23,2015-05-07,14,No,Pants,Clothing,492.67,Low,96.31,42.18
Perry-Hill,Croatia,Retail,Small,1984-02-04,Subscription,Online,USD,2020,4,Europe,Bank Transfer,6241.31,1981-03-30,Completed,9f7f057d-f1a5-4c77-805c-9d36d116506e,Approved,45952.55,37,2008-11-06,1975-06-19,2004-10-19,16,Yes,Pants,Clothing,492.67,High,30.31,74.97
Taylor Group,Pakistan,Retail,Small,1994-05-28,Subscription,Offline,USD,2020,4,North America,Cash,4201.01,1996-07-06,Failed,1597734e-aeae-401f-953b-8a1f521e8470,Rejected,91937.34,33,1974-05-12,2005-10-14,2012-06-14,24,No,Blender,Household Items,473.47,Medium,40.88,95.85
Walker-Olson,Croatia,Manufacturing,Small,1998-06-08,Subscription,Offline,USD,2018,2,Australia,Bank Transfer,3046.57,1997-03-26,Failed,4806a00d-1d83-4063-aa4a-318210be459d,Pending,87472.84,40,2024-02-11,2007-05-14,2009-01-19,27,Yes,Magazine,Books,626.2,High,86.93,67.92
"Avila, King and Ingram",Tuvalu,Healthcare,Small,1981-10-14,Service Revenue,Offline,USD,2019,2,Asia,Cash,2309.62,1979-02-08,Completed,6fa39cf4-d4f0-434b-8a16-3be18158693b,Pending,42520.42,48,2016-08-16,2009-07-16,1970-06-18,6,No,Sofa,Furniture,159.31,Medium,77.64,2.31
Luna-Brewer,Lesotho,Manufacturing,Large,2018-11-07,Service Revenue,Online,USD,2018,3,Australia,Bank Transfer,699.01,2019-01-31,Pending,312133d0-b8a1-4884-8c13-182e0f23a40e,Pending,26051.28,36,2017-10-23,2014-01-11,1989-06-12,11,No,Manual,Books,158.13,Low,22.99,21.58
Walker-Olson,Croatia,Finance,Small,1979-10-19,Subscription,Online,USD,2018,2,Europe,PayPal,864.05,1994-01-15,Completed,d9af3d15-81a0-4844-ae70-297cc7a52b68,Pending,38540.32,13,1980-03-18,2004-01-25,1979-12-20,29,Yes,Textbook,Books,222.95,High,52.95,55.18
Taylor Group,Croatia,Manufacturing,Large,2007-05-24,Service Revenue,Offline,USD,2019,1,Australia,Bank Transfer,1101.33,1998-01-13,Failed,544442a5-a715-4039-8b20-91bc7608e4c7,Approved,40289.17,5,1971-06-06,1988-02-13,1974-11-29,12,No,Tablet,Electronics,447.82,Low,73.85,57.95
"Avila, King and Ingram",Saint Barthelemy,Manufacturing,Small,2013-09-03,Subscription,Online,USD,2020,2,North America,PayPal,3232.53,2009-02-27,Completed,5e60223e-956a-4a54-b52d-18080cefef36,Rejected,64113.81,18,1989-03-31,1993-04-23,2001-10-24,3,No,Magazine,Books,626.2,Low,83.84,64.92
Walker-Olson,Japan,Retail,Small,1973-07-20,Service Revenue,Offline,USD,2022,1,Australia,Bank Transfer,8974.35,2002-12-01,Completed,171294fe-9427-411f-9120-a72858d93627,Rejected,43750.77,40,2024-06-25,1994-08-19,2012-07-21,18,No,Cabinet,Furniture,689.9,High,19.9,30.33
"Avila, King and Ingram",Croatia,Retail,Small,1971-09-07,Subscription,Online,USD,2023,1,Europe,Bank Transfer,8597.7,2011-10-06,Pending,b61c5a21-1e8b-4121-8d9d-56c84557b473,Rejected,73288.46,23,2009-09-14,2015-11-25,1970-03-27,3,Yes,Vacuum,Household Items,197.2,Medium,49.84,54.43
"Hanson, Estrada and Nguyen",Pakistan,Finance,Medium,1998-08-30,Service Revenue,Offline,USD,2019,2,Africa,PayPal,3225.19,1989-04-02,Pending,b91140fd-09a2-449d-8fcb-191bb89f479f,Pending,52697.48,25,1995-08-16,2024-03-18,1975-05-29,14,Yes,Vacuum,Household Items,197.2,Low,72.6,98.73
Jones Group,Tuvalu,Healthcare,Small,2017-01-06,Service Revenue,Offline,USD,2018,3,North America,Credit Card,6790.88,1977-10-27,Completed,e7da66bc-ad02-4470-b53f-a7b257822f84,Pending,68992.83,10,1971-09-19,2005-04-24,2000-06-13,16,No,Manual,Books,158.13,Medium,57.99,30.95
Walker-Olson,South Georgia and the South Sandwich Islands,Finance,Small,2020-07-28,Product Sales,Offline,USD,2018,2,Europe,PayPal,4956.2,2008-09-21,Failed,f96947ab-3667-479a-90cd-60613bb9169f,Rejected,62622.54,31,2021-05-13,1972-01-13,1988-11-02,29,Yes,Laptop,Electronics,13.46,Medium,33.82,27.9
Marshall-Cameron,Japan,Manufacturing,Medium,1997-05-31,Product Sales,Offline,USD,2023,2,Africa,Cash,2901.85,1986-02-15,Completed,44c9a478-f676-47f9-8f62-f47e4760a1ba,Rejected,40008.91,15,2015-10-07,2021-02-15,1975-06-22,9,No,Dress,Clothing,724.96,Medium,7.05,26.59
Luna-Brewer,Gambia,Healthcare,Large,2010-05-18,Service Revenue,Offline,USD,2021,1,North America,PayPal,9848.36,1985-06-28,Completed,b4874d2c-16bd-43d1-b3dc-f21ef8097403,Rejected,56844.99,58,2022-06-02,2021-09-24,1983-04-06,1,Yes,Cabinet,Furniture,689.9,Medium,47.21,47.03
Taylor Group,Japan,Finance,Small,2000-05-23,Service Revenue,Offline,USD,2018,2,Europe,Credit Card,7531.43,2004-12-24,Failed,04387fa5-2434-43ba-a70e-d99eaccf9b9c,Approved,12453.96,21,1985-02-18,1984-05-21,2010-08-31,18,No,Vacuum,Household Items,197.2,Low,55.86,8.62
Vasquez Group,Gambia,Manufacturing,Medium,1973-05-03,Product Sales,Online,USD,2020,1,Africa,Credit Card,9789.2,2008-05-07,Failed,bf0b649c-ce00-46ae-81a5-db31562f6206,Pending,88999.52,33,1993-06-12,2008-02-29,1991-08-10,2,Yes,Tablet,Electronics,447.82,High,0.32,9.36
Jones Group,Japan,Retail,Small,1999-11-03,Subscription,Online,USD,2020,4,Europe,Cash,7961.23,1996-06-24,Completed,f80e2e4d-bc78-4d44-addf-76ed03ab22bc,Approved,40177.74,38,1999-07-07,2019-06-09,1996-03-20,24,No,Headphones,Electronics,506.47,High,38.83,80.31
